id,image,gt_type,gt_severity,pred_type,pred_severity,json_ok,elapsed,raw
patches_1607,data/NEU-DET/validation/images/patches/patches_288.jpg,patches,low,patches,medium,True,3.262697219848633,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 점상 형태의 불량이 있습니다.""
}
```"
pitted_surface_0755,data/NEU-DET/train/images/pitted_surface/pitted_surface_130.jpg,pitted_surface,high,pitted_surface,low,True,4.284532308578491,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 표면의 마모나 오염으로 인한 것으로 보입니다.""
}
```"
patches_1615,data/NEU-DET/validation/images/patches/patches_296.jpg,patches,low,patches,medium,True,3.35274076461792,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
pitted_surface_0832,data/NEU-DET/train/images/pitted_surface/pitted_surface_20.jpg,pitted_surface,high,patches,low,True,3.1383726596832275,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0034,data/NEU-DET/train/images/crazing/crazing_13.jpg,crazing,low,patches,low,True,3.1520652770996094,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0160,data/NEU-DET/train/images/crazing/crazing_27.jpg,crazing,low,patches,low,True,3.1634514331817627,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_1441,data/NEU-DET/validation/images/crazing/crazing_242.jpg,crazing,low,patches,low,True,3.1590280532836914,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1797,data/NEU-DET/validation/images/scratches/scratches_298.jpg,scratches,high,scratches,medium,True,3.3441460132598877,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 깊은 긁힘들이 보입니다.""
}
```"
scratches_1261,data/NEU-DET/train/images/scratches/scratches_154.jpg,scratches,high,scratches,medium,True,3.345653533935547,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 깊은 긁힘들이 보입니다.""
}
```"
crazing_0189,data/NEU-DET/train/images/crazing/crazing_53.jpg,crazing,low,patches,low,True,3.156655788421631,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0745,data/NEU-DET/train/images/pitted_surface/pitted_surface_121.jpg,pitted_surface,high,pitted_surface,low,True,3.189424991607666,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 구멍들이 보입니다.""
}
```"
patches_0559,data/NEU-DET/train/images/patches/patches_170.jpg,patches,low,patches,low,True,3.3517098426818848,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 검은색의 점상이 보입니다.""
}
```"
inclusion_0243,data/NEU-DET/train/images/inclusion/inclusion_101.jpg,inclusion,medium,patches,low,True,3.1641671657562256,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0643,data/NEU-DET/train/images/patches/patches_3.jpg,patches,low,patches,medium,True,3.3816564083099365,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
crazing_0050,data/NEU-DET/train/images/crazing/crazing_144.jpg,crazing,low,patches,low,True,3.1778106689453125,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1297,data/NEU-DET/train/images/scratches/scratches_187.jpg,scratches,high,patches,low,True,3.166306257247925,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1763,data/NEU-DET/validation/images/scratches/scratches_264.jpg,scratches,high,patches,low,True,3.1595776081085205,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1322,data/NEU-DET/train/images/scratches/scratches_209.jpg,scratches,high,scratches,medium,True,3.340482473373413,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 깊은 긁힘들이 보입니다.""
}
```"
patches_0613,data/NEU-DET/train/images/patches/patches_219.jpg,patches,low,patches,low,True,3.186234951019287,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1202,data/NEU-DET/train/images/scratches/scratches_100.jpg,scratches,high,patches,low,True,3.1625654697418213,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1306,data/NEU-DET/train/images/scratches/scratches_195.jpg,scratches,high,scratches,medium,True,3.3370561599731445,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 깊은 긁힘들이 보입니다.""
}
```"
crazing_0048,data/NEU-DET/train/images/crazing/crazing_142.jpg,crazing,low,patches,low,True,3.1930294036865234,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_0961,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_10.jpg,rolled-in_scale,medium,patches,low,True,3.2014291286468506,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0622,data/NEU-DET/train/images/patches/patches_227.jpg,patches,low,patches,medium,True,3.5277466773986816,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 흩어져 있는 작은 점상이 보입니다.""
}
```"
patches_0661,data/NEU-DET/train/images/patches/patches_46.jpg,patches,low,patches,medium,True,3.3265774250030518,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 점상 형태의 불량이 있습니다.""
}
```"
scratches_1260,data/NEU-DET/train/images/scratches/scratches_153.jpg,scratches,high,scratches,medium,True,3.4127719402313232,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 깊은 긁힘들이 보입니다.""
}
```"
patches_0692,data/NEU-DET/train/images/patches/patches_74.jpg,patches,low,patches,low,True,3.1727681159973145,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0757,data/NEU-DET/train/images/pitted_surface/pitted_surface_132.jpg,pitted_surface,high,pitted_surface,low,True,3.1983602046966553,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 구멍들이 보입니다.""
}
```"
crazing_1470,data/NEU-DET/validation/images/crazing/crazing_271.jpg,crazing,low,patches,low,True,3.1857497692108154,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0187,data/NEU-DET/train/images/crazing/crazing_51.jpg,crazing,low,patches,low,True,3.146942138671875,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
patches_0570,data/NEU-DET/train/images/patches/patches_180.jpg,patches,low,patches,low,True,3.1872403621673584,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0831,data/NEU-DET/train/images/pitted_surface/pitted_surface_2.jpg,pitted_surface,high,patches,low,True,3.1970059871673584,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
inclusion_0336,data/NEU-DET/train/images/inclusion/inclusion_186.jpg,inclusion,medium,patches,low,True,3.1625232696533203,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
inclusion_0394,data/NEU-DET/train/images/inclusion/inclusion_238.jpg,inclusion,medium,patches,low,True,3.1567275524139404,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1426,data/NEU-DET/train/images/scratches/scratches_87.jpg,scratches,high,scratches,medium,True,3.528991937637329,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 가로로 긴 긁힘 현상이 있습니다.""
}
```"
pitted_surface_0794,data/NEU-DET/train/images/pitted_surface/pitted_surface_166.jpg,pitted_surface,high,patches,medium,True,3.2349510192871094,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 점들이 분포되어 있습니다.""
}
```"
patches_0706,data/NEU-DET/train/images/patches/patches_87.jpg,patches,low,patches,low,True,3.178729772567749,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0071,data/NEU-DET/train/images/crazing/crazing_163.jpg,crazing,low,patches,medium,True,3.1738433837890625,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_1571,data/NEU-DET/validation/images/patches/patches_252.jpg,patches,low,patches,low,True,3.392469644546509,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
pitted_surface_1668,data/NEU-DET/validation/images/pitted_surface/pitted_surface_289.jpg,pitted_surface,high,patches,low,True,3.160837173461914,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점疤"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점疤가 보입니다.""
}
```"
scratches_1761,data/NEU-DET/validation/images/scratches/scratches_262.jpg,scratches,high,patches,low,True,3.1926450729370117,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0605,data/NEU-DET/train/images/patches/patches_211.jpg,patches,low,patches,medium,True,3.3746540546417236,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
inclusion_0390,data/NEU-DET/train/images/inclusion/inclusion_234.jpg,inclusion,medium,scratches,low,True,3.6332340240478516,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 가로 세로로 긴 긁힘들이 보입니다.""
}
```"
inclusion_1545,data/NEU-DET/validation/images/inclusion/inclusion_286.jpg,inclusion,medium,scratches,low,True,3.4286863803863525,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 가로로 긴 긁힘이 있습니다.""
}
```"
scratches_1208,data/NEU-DET/train/images/scratches/scratches_106.jpg,scratches,high,patches,low,True,3.338148355484009,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 미세한 점상이 보입니다.""
}
```"
pitted_surface_0725,data/NEU-DET/train/images/pitted_surface/pitted_surface_103.jpg,pitted_surface,high,pitted_surface,low,True,3.383181571960449,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점들이 분포되어 있습니다.""
}
```"
pitted_surface_0809,data/NEU-DET/train/images/pitted_surface/pitted_surface_18.jpg,pitted_surface,high,pitted_surface,low,True,4.396818161010742,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 표면의 미세한 손상으로 인해 발생합니다.""
}
```"
inclusion_1505,data/NEU-DET/validation/images/inclusion/inclusion_246.jpg,inclusion,medium,patches,low,True,3.160682439804077,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1369,data/NEU-DET/train/images/scratches/scratches_35.jpg,scratches,high,scratches,medium,True,3.5081522464752197,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 가로로 긴 긁힘 현상이 있습니다.""
}
```"
pitted_surface_1679,data/NEU-DET/validation/images/pitted_surface/pitted_surface_300.jpg,pitted_surface,high,pitted_surface,low,True,3.3310298919677734,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점들이 분포되어 있습니다.""
}
```"
inclusion_0420,data/NEU-DET/train/images/inclusion/inclusion_45.jpg,inclusion,medium,patches,low,True,3.188511610031128,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
inclusion_0334,data/NEU-DET/train/images/inclusion/inclusion_184.jpg,inclusion,medium,patches,low,True,3.249385356903076,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0169,data/NEU-DET/train/images/crazing/crazing_35.jpg,crazing,low,patches,low,True,3.1607375144958496,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
scratches_1766,data/NEU-DET/validation/images/scratches/scratches_267.jpg,scratches,high,patches,low,True,3.2915420532226562,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1046,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_177.jpg,rolled-in_scale,medium,patches,low,True,3.187842607498169,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0523,data/NEU-DET/train/images/patches/patches_138.jpg,patches,low,patches,low,True,3.2831108570098877,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 검은색 점상이 보입니다.""
}
```"
patches_0681,data/NEU-DET/train/images/patches/patches_64.jpg,patches,low,inclusion,low,True,3.4087703227996826,"```json
{
  ""type"": ""inclusion"",
  ""type_ko"": ""포집물"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 검은 포집물이 보입니다.""
}
```"
inclusion_0257,data/NEU-DET/train/images/inclusion/inclusion_114.jpg,inclusion,medium,scratches,low,True,3.6346237659454346,"```json
{
  ""type"": ""scratches"",
  ""type_ko"": ""긁힘"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 가로 세로로 긴 긁힘들이 보입니다.""
}
```"
inclusion_0411,data/NEU-DET/train/images/inclusion/inclusion_37.jpg,inclusion,medium,patches,low,True,3.16855525970459,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_0966,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_104.jpg,rolled-in_scale,medium,patches,low,True,3.3340775966644287,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
rolled-in_scale_1106,data/NEU-DET/train/images/rolled-in_scale/rolled-in_scale_230.jpg,rolled-in_scale,medium,pitted_surface,medium,True,4.101806402206421,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 구멍들이 보이며, 이는 점상 불량을 나타냅니다.""
}
```"
patches_0611,data/NEU-DET/train/images/patches/patches_217.jpg,patches,low,patches,medium,True,3.541480541229248,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 흩어진 작은 점상이 보입니다.""
}
```"
inclusion_1536,data/NEU-DET/validation/images/inclusion/inclusion_277.jpg,inclusion,medium,patches,low,True,3.153883934020996,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
crazing_0099,data/NEU-DET/train/images/crazing/crazing_189.jpg,crazing,low,patches,low,True,3.1780447959899902,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0518,data/NEU-DET/train/images/patches/patches_133.jpg,patches,low,patches,low,True,3.2038676738739014,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
pitted_surface_0856,data/NEU-DET/train/images/pitted_surface/pitted_surface_221.jpg,pitted_surface,high,pitted_surface,medium,True,3.5385220050811768,"```json
{
  ""type"": ""pitted_surface"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 작은 구멍들이 많이 생겼습니다.""
}
```"
crazing_0214,data/NEU-DET/train/images/crazing/crazing_76.jpg,crazing,low,patches,low,True,3.3993587493896484,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""low"",
  ""description"": ""금속 표면에 작은 점상이 보입니다.""
}
```"
patches_0498,data/NEU-DET/train/images/patches/patches_115.jpg,patches,low,patches,medium,True,3.639061212539673,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
patches_0652,data/NEU-DET/train/images/patches/patches_38.jpg,patches,low,patches,medium,True,3.412015676498413,"```json
{
  ""type"": ""patches"",
  ""type_ko"": ""점상"",
  ""severity"": ""medium"",
  ""description"": ""금속 표면에 여러 개의 작은 점상이 보입니다.""
}
```"
